,pag_pt,pag_en,type_pt,type_en,equipment_pt,equipment_en,problem_pt,problem_en,cause_pt,cause_en,action_pt,action_en, _pt, _en
258,69,69,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Quebra repetida da correia,Repeated belt breakage,Cargas de choque,Shock loads,Verifique o desalinhamento do eixo; Solicite reparos ao setor de manutenção; Aumente a tensão ou a capacidade de acionamento,Test the shaft runout for eccentricity; Have maintenance make repairs; Increase the tension or drive capacity, , 
259,69,69,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Quebra repetida da correia,Repeated belt breakage,Cordas rompidas devido à colocação incorreta das correias nas polias,Broken cords from running or prying belts on and off sheaves,Reduza os centros de acionamento durante a instalação das correias; Ajuste a posição do motor para diminuir a tensão nas correias; Instale novas correias e tensione-as,"Reduce the drive centers when you are installing the belts; Adjust the motor position to lessen the tension on the belts; Install new belts, and retention them", , 
260,69,69,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Quebra repetida da correia,Repeated belt breakage,Objetos estranhos caindo nas polias,Foreign objects falling into the sheaves,Forneça proteção com guarda-pó,Provide protective guards, , 
261,70,70,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste rápido da correia,Rapid wear of the belt,Ranhuras desgastadas nas polias,Worn sheave grooves,Substitua as polias,Replace the sheaves, , 
262,70,70,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste rápido da correia,Rapid wear of the belt,Diâmetro da polia muito pequeno,Sheave diameter too small,Aumente o diâmetro da polia,Increase the sheave diameter, , 
263,70,70,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste rápido da correia,Rapid wear of the belt,Desalinhamento,Misalignment,Realinhe o acionamento,Align the drive, , 
264,70,70,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste rápido da correia,Rapid wear of the belt,Sobrecarga no acionamento,Drive overloaded,Aumente a capacidade de acionamento,Increase the drive capacity, , 
265,70,70,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste rápido da correia,Rapid wear of the belt,Correias em atrito,Belts rubbing,Forneça a folga adequada,Provide the correct running clearance, , 
266,70,70,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste rápido da correia,Rapid wear of the belt,Ambiente contaminado,Contaminated environment,Limpe e proteja as correias,Clean and protect the belts, , 
267,71,71,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,"Correia rachada e endurecida, causando deslizamento","Belt cracked and hardened, causing slippage",Calor excessivo,Excessive heat,Identifique e elimine a fonte de calor; Forneça ventilação,Track down and eliminate the heat source; Provide ventilation, , 
268,71,71,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Correia tremulando,Belt whipping,Centros de acionamento muito longos,Drive centers too long,Reduza os centros de acionamento ou instale uma polia intermediária,"Reduce the drive centers, or provide an idler", , 
269,71,71,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Correia tremulando,Belt whipping,Polia tensionadora desajustada,Tensioner idler sheave out of adjustment,Ajuste a polia tensionadora,Adjust the tension ilder sheave, , 
270,71,71,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Rolamentos superaquecidos,Hot bearings,Lubrificação insuficiente dos rolamentos,Inadequate bearing lubrication,Lubrifique os rolamentos,Lubricate the bearing, , 
271,71,71,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Rolamentos superaquecidos,Hot bearings,Excesso de lubrificante nos rolamentos,Too much bearing lubricant,Abra a válvula de ventilação/drenagem e purgue a cavidade de lubrificação com lubrificante novo; Deixe a válvula de ventilação aberta por aproximadamente 30 minutos e depois feche,"Open the vent/drain plug, and purge the lubricant cavity with fresh lubricant; Leave the vent open for approximately 30 minutes, and then close it", , 
272,72,72,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Rolamentos superaquecidos (continuação),Hot bearings (continued),Correias do acionamento muito apertadas,Drive belts too tight,"Ajuste a tensão das correias; A deflexão da correia na metade do vão deve ser de 1/64"" para cada polegada de distância entre os centros das polias motora e movida",Adjust the belt tension; The deflection of the belt at midspan should be 1/64' for each inch of span between the centerlines of the driven and driving sheaves, , 
273,73,73,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Uma ou duas correias quebradas em um conjunto,One or two belts broken in a set,Não são correias de transmissão correspondentes,Not a matched set of drive belts,Substituir as correias de transmissão por correias correspondentes,Replace the drive belts with matching belts, , 
274,73,73,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Uma ou duas correias quebradas em um conjunto,One or two belts broken in a set,Correias quebradas internamente devido a práticas de instalação inadequadas,Belts broken internally because of poor installation practices,"Mover o motor para dentro para des tensionar as correias e substituí-las por correias correspondentes, usando o procedimento de instalação adequado; Cuidado: não use correias de fabricantes diferentes para formar um conjunto; Sempre use correias de um único fabricante, pois os processos de fabricação diferem de um fabricante para outro","Move the motor inwards to detension the belts, and replace with matching belts, using the proper installation procedure; Caution: do not use different manufacturers' belts to make up a set; Always use belts from one manufacturer because manufacturing processes differ from one manufacturer to another", , 
275,74,74,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Alongamento excessivo das correias,Excessive belt stretch,Quantidade inadequada de tensão desde a instalação inicial das correias,Improper amount of take-up since the initial belt installation,Substituir todas as correias,Replace all the belts, , 
276,74,74,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Alongamento excessivo das correias,Excessive belt stretch,Sobrecarga na correia de transmissão,Overload on the drive belt,Reduzir a sobrecarga ou instalar um sistema de transmissão maior,"Reduce the overload, or install a larger drive system", , 
277,74,74,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Alongamento excessivo das correias,Excessive belt stretch,Quebras internas na correia,Internal breaks in the belt,"Substituir a correia; Cuidado: nunca use uma barra de alavanca para instalar a correia na polia, pois isso quebra as fibras internas da correia e pode quebrar as paredes laterais da polia",Replace the belt; Caution: never use a pry bar to install the belt in the sheave because this breaks the inner fibers on the belt and can break the sidewalls of the sheave, , 
278,75,75,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Alongamento desigual das correias,Unequal belt stretch,Não são correias de transmissão correspondentes,Not a matching set of belts,Substituir por correias correspondentes,Replace with matching belts, , 
279,75,75,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Alongamento desigual das correias,Unequal belt stretch,Coeficiente de atrito desigual,Unequal coefficient of friction,Verificar e ajustar o alinhamento das polias e corrigir a tensão,"Check and adjust the alignment of the sheaves, and correct the tension", , 
280,75,75,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Alongamento desigual das correias,Unequal belt stretch,Eixos não paralelos,Nonparallel shafts,Verificar e ajustar o alinhamento das polias e corrigir a tensão,"Check and adjust the alignment of the sheaves, and correct the tension", , 
281,75,75,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Alongamento desigual das correias,Unequal belt stretch,Quebras internas e não visíveis nas correias,Internal and non-visible breaks in belts,Substituir as correias,Replace the belts, , 
282,75,75,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Alongamento desigual das correias,Unequal belt stretch,Cordas das correias quebradas,Broken belt cords,Substituir as correias,Replace the belts, , 
283,75,75,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Alongamento desigual das correias,Unequal belt stretch,Desgaste das ranhuras nas polias,Worn grooves in sheaves,Substituir por polias com tamanho adequado,Replace with properly sized sheaves, , 
284,76,76,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Separação das correias,Belt separation,Polias pequenas,Small sheaves,Substituir por polias com tamanho adequado,Replace with properly sized sheaves, , 
285,76,76,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Separação das correias,Belt separation,Tensão excessiva das correias,Excessive belt tension,Verificar e ajustar a tensão das correias,Check and adjust the belt tension, , 
286,76,76,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste superior das correias,Topside belt wear,Obstrução nas correias,Belt obstruction,Remover a obstrução,Remove the obstruction, , 
287,76,76,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste superior das correias,Topside belt wear,Correia virada ou torcida,Turned over or twisted belt,Ajustar e inspecionar a correia; Substituir conforme necessário,Adjust and inspect the belt; Replace as required, , 
288,76,76,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Abertura da costura do envelope da correia,Opening of the envelope seam on belt,Solvente de borracha ou óleo na correia,Rubber solvent or oil on the belt,Limpar e inspecionar a correia; Substituir conforme necessário,Clean and inspect the belt; Replace the belt as required, , 
289,77,77,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste anormal do envelope,Abnormal envelope wear,Condição abrasiva,Abrasive condition,Verificar a correia para condições abrasivas ou qualquer uma das condições mencionadas como causa provável; Substituir as correias conforme necessário,Check the belt for an abrasive condition or any of the conditions mentioned as a probable cause; Replace the belts as required, , 
290,77,77,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste anormal do envelope,Abnormal envelope wear,Polias desgastadas,Worn sheaves,Verificar a correia para condições abrasivas ou qualquer uma das condições mencionadas como causa provável; Substituir as correias conforme necessário,Check the belt for an abrasive condition or any of the conditions mentioned as a probable cause; Replace the belts as required, , 
291,77,77,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste anormal do envelope,Abnormal envelope wear,Ângulo incorreto das polias,Improper sheave angle,Verificar a correia para condições abrasivas ou qualquer uma das condições mencionadas como causa provável; Substituir as correias conforme necessário,Check the belt for an abrasive condition or any of the conditions mentioned as a probable cause; Replace the belts as required, , 
292,77,77,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste anormal do envelope,Abnormal envelope wear,Deslizamento,Slip,Verificar a correia para condições abrasivas ou qualquer uma das condições mencionadas como causa provável; Substituir as correias conforme necessário,Check the belt for an abrasive condition or any of the conditions mentioned as a probable cause; Replace the belts as required, , 
293,77,77,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste anormal do envelope,Abnormal envelope wear,Exposição a fumaça química,Exposed to chemical fumes,Verificar a correia para condições abrasivas ou qualquer uma das condições mencionadas como causa provável; Substituir as correias conforme necessário,Check the belt for an abrasive condition or any of the conditions mentioned as a probable cause; Replace the belts as required, , 
294,77,77,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste anormal do envelope,Abnormal envelope wear,Obstruções,Obstructions,Verificar a correia para condições abrasivas ou qualquer uma das condições mencionadas como causa provável; Substituir as correias conforme necessário,Check the belt for an abrasive condition or any of the conditions mentioned as a probable cause; Replace the belts as required, , 
295,77,77,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Desgaste anormal do envelope,Abnormal envelope wear,Alta temperatura,High heat,Verificar a correia para condições abrasivas ou qualquer uma das condições mencionadas como causa provável; Substituir as correias conforme necessário,Check the belt for an abrasive condition or any of the conditions mentioned as a probable cause; Replace the belts as required, , 
296,77,77,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Correia macia ou inchada,Belt soft or swollen,Solvente de borracha ou óleo na correia,Rubber solvent or oil on the belt,Limpar e inspecionar a correia; Substituir a correia conforme necessário,Clean and inspect the belt; Replace the belt as required, , 
297,77,77,Mecânico,Mechanical,Correias de transmissão em v,V-belt drives,Endurecimento e rachaduras no envelope da correia,Belt envelope hardening and cracking,Exposição a alta temperatura e/ou fumaça química,Exposure to severe heat and/or chemical fumes,Limpar e inspecionar a correia; Substituir a correia conforme necessário,Clean and inspect the belt; Replace the belt as required, , 
298,78,78,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Saída do ventilador abaixo de scfm,Fan output below scfm,Resistência total no sistema mais alta que o esperado,Total resistance on system higher than expected,Verifique se outros ventiladores estão descarregando no mesmo ponto de saída do ventilador com problemas; Isso pode ser um problema de projeto; Informe a engenharia para uma avaliação,Check whether any other fans are discharging into the same outlet as the fan having problems; This could be a design problem; Inform engineering for an evaluation, , 
299,78,78,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Saída do ventilador abaixo de scfm,Fan output below scfm,Damper fechado ou parcialmente fechado,Dampers closed or partially closed,Verifique se algum damper foi fechado acidentalmente; Abra todos os dampers que devem estar abertos,Check to see whether any dampers have been accidentally closed; Open any dampers that should be open, , 
300,78,78,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Saída do ventilador abaixo de scfm,Fan output below scfm,Velocidade muito baixa,Speed too slow,Verifique as correias de transmissão quanto a deslizamento; Ajuste a tensão se as correias não estiverem danificadas; Verifique se há lubrificação adequada nos rolamentos; Peça aos eletricistas para verificar o motor,Check the drive belts for slippage; Adjust the tension if the belts are not damaged; Ensure there is adequate lubrication to bearings; Have the electricians check out the motor, , 
301,79,79,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Saída do ventilador abaixo de scfm (continuação),Fan output below scfm (continued),Dampers ou palhetas de entrada variável ajustados incorretamente,Dampers or variable inlet vanes incorrectly set,Reajuste as hastes de controle dos dampers para os pontos de ajuste calibrados,Readjust the damper control linkage turnbuckles to the calibrated setpoints, , 
302,79,79,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Saída do ventilador abaixo de scfm (continuação),Fan output below scfm (continued),"Condições de entrada de ar no ventilador ruins, como filtros obstruídos","Poor fan inlet conditions, such as choked filters",Verifique a diferença de pressão nos filtros e limpe ou substitua os filtros sujos,"Check the pressure differential across the filters, and clean or replace the dirty filters", , 
303,79,79,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Saída do ventilador abaixo de scfm (continuação),Fan output below scfm (continued),Entrada de ar atmosférico através de vazamentos no sistema de dutos,Atmospheric air induction through ducting leaks,Verifique todo o sistema de dutos em busca de vazamentos; Um detector de vazamentos ultrassônico é uma ferramenta ideal para determinar exatamente onde ocorrem os vazamentos,"Walk ducting system down, and check for leaks; An ultrasonic leak detector is an ideal tool to determine exactly where leaks occur", , 
304,79,79,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Saída do ventilador abaixo de scfm (continuação),Fan output below scfm (continued),Rotação do ventilador incorreta,Fan rotation wrong,Verifique se a transmissão por correia não está cruzada; Peça aos eletricistas para verificar a rotação do motor,Ensure that the belt drive is not crossed; Have the electricians check the rotation of the motor, , 
305,79,79,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Saída do ventilador abaixo de scfm (continuação),Fan output below scfm (continued),Rotor montado incorretamente no eixo,Wheel mounted backward on the shaft,Pare o ventilador e peça à equipe de manutenção para inverter o rotor,"Stop the fan, and have maintenance reverse the wheel", , 
306,80,80,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Vibração e ruído,Vibration and noise,Desequilíbrio devido ao acúmulo de sujeira nas pás do ventilador,Unbalance due to dirt buildup on fan blades,"Realize análise de vibração para determinar a magnitude do problema e, em seguida, balanceie o ventilador; Lave as pás do ventilador com água para remover o acúmulo de sujeira; Observação: se o ventilador operar em um sistema de exaustão de caldeira ou em outro sistema de gás de alta temperatura, remova a escala das pás","Perform vibration analysis to determine the magnitude of the problem, and then balance the fan; Water wash the fan blades to remove the buildup of dirt; Note: if the fan operates in a boiler exhaust system or some other high-temperature gaseous system, descale the blades", , 
307,80,80,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Vibração e ruído,Vibration and noise,Fundações deficientes ou base deformada,Poor foundations or warped baseplate,Verifique se há rachaduras e quebras nas fundações; Relate as descobertas para a engenharia para resolução,Check the foundations for cracks and breakage; Report the findings to engineering for resolution, , 
308,81,81,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Vibração e ruído (continuação),Vibration and noise (continued),Desalinhamento,Misalignment,"Realize análise de vibração para determinar a magnitude do problema e, em seguida, alinhe os eixos do ventilador","Perform vibration analysis to determine the magnitude of the problem, and then align the fan shafts", , 
309,81,81,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Vibração e ruído (continuação),Vibration and noise (continued),Condições de assentamento flexíveis,Soft-foot conditions,Faça uma verificação de assentamento flexível em todos os apoios da unidade para determinar se uma condição de assentamento flexível é o problema; Adicione ou remova calços para corrigir a condição,Perform a soft-foot check on all the feet of the unit to determine if a soft-foot condition is the problem; Add or remove shims to correct condition, , 
310,81,81,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Vibração e ruído (continuação),Vibration and noise (continued),Ausência de expansão nula do duto na conexão do ventilador,No zero cold-spring of ductwork at the fan connection,Verifique se há distorção no duto caso não haja junta de expansão ou junta flexível; Ajuste as suspensões conforme necessário,Check for ducting distortion if no expansion or flex joint is fitted; Adjust the hangers as needed, , 
311,82,82,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Rolamentos danificados,Damaged bearings,Desalinhamento na transmissão por correia,Belt drive misalignment,Verifique se as polias têm a mesma largura e estão corretamente alinhadas uma com a outra,Ensure that the sheaves are the same width and are properly aligned with each other, , 
312,82,82,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Rolamentos danificados,Damaged bearings,Má lubrificação,Bad lubrication,Verifique se o lubrificante correto está sendo utilizado e se os rolamentos estão ventilados durante a aplicação do lubrificante,Ensure that the correct lubricant is being used and that the bearings are vented during the lubricant application, , 
313,83,83,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Rolamentos danificados (continuação),Damaged bearings (continued),Nan,Nan,Verifique se as práticas de instalação dos rolamentos estão corretas,Ensure that the bearing installation practices are correct, , 
314,83,83,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Rolamentos danificados (continuação),Damaged bearings (continued),Eixo torto,Bent shaft,"Quando o ventilador estiver desligado, certifique-se de girar a unidade para alterar periodicamente o ponto de descanso, evitando que o eixo se curve devido ao seu próprio peso; Verifique se os suportes dos rolamentos estão sob estresse excessivo devido a fundações defeituosas e dutos desalinhados","When the fan is off, ensure that the unit is turned to change the resting point periodically to prevent the shaft from sagging due to its own weight; Check the bearing mounts for undue stress due to bad foundations and misaligned ductwork", , 
315,84,84,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Rolamentos danificados (continuação),Damaged bearings (continued),Transmissões por correia desalinhadas,Misaligned belt drives,Verifique se as correias estão posicionadas corretamente nas polias e se estão alinhadas para funcionar adequadamente nos sulcos em v; Verifique o alinhamento das paredes laterais das polias com uma régua ou um fio esticado,Ensure that the belts are sitting in the correct sheaves and are aligned to run true in the v-grooves; Check the lineup of the sidewalls of the sheaves with a straightedge or a stretched string, , 
316,85,85,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Rolamentos danificados (continuação),Damaged bearings (continued),Acoplamento desgastado,Worn coupling,"Realize uma análise de vibração para determinar se o acoplamento está desgastado; Observação: pode ter sido utilizado um grau errado de lubrificante, que se acumulou em um ponto, causando um desequilíbrio","Conduct a vibration analysis to determine whether the coupling is worn; Note: the wrong grade of lubricant may have been used and accumulated in one spot, causing an unbalanced condition", , 
317,85,85,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Rolamentos danificados (continuação),Damaged bearings (continued),Efeito de ressonância de outra(s) máquina(s),Resonance effect from another machine(s),"Realize uma avaliação para determinar a extensão da ressonância e rastrear a(s) fonte(s) de excitação; Para interromper temporariamente a vibração induzida pela ressonância, altere a massa da unidade colocando algum peso, como um saco de areia, sobre a unidade","Perform an evaluation to determine the extent of resonance and to track down the excitation source(s); To temporarily stop resonance-induced vibration, alter the mass of the unit by placing some weight, such as a bag of sand, on the unit", , 
318,85,85,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Rolamentos danificados (continuação),Damaged bearings (continued),Ventilador girando na direção errada,Fan rotating in the wrong direction,Peça aos eletricistas para verificar a rotação do motor e corrigir a rotação conforme necessário,Have electricians check the motor rotation and correct the rotation as required, , 
319,86,86,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Rolamentos danificados (continuação),Damaged bearings (continued),"Restrição parcial desalinhada no lado de entrada do ventilador, causando descarga","Partial offset restriction on inlet side of fan, causing it to unload","Verifique se não há objetos estranhos causando um bloqueio parcial no lado de entrada do ventilador; Observação: à medida que as pás do ventilador passam pela obstrução, elas serão incapazes de suportar a carga total e se desviarão","Ensure that no foreign objects are causing a partial blockage on the inlet side of the fan; Note: as fan blades turn past the obstruction, they will be unable to carry the full load and deflect", , 
320,86,86,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Superaquecimento dos rolamentos,Bearing overheating,Superlubrificação dos rolamentos,Overlubrication of bearing,Determine a capacidade do rolamento e siga as recomendações do fabricante para a lubrificação,Determine the capacity of the bearing and follow the manufacturer's recommendations for lubrication, , 
321,86,86,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Superaquecimento dos rolamentos,Bearing overheating,Desalinhamento,Misalignment,Verifique se as correias estão posicionadas corretamente nas polias e se estão alinhadas para funcionar adequadamente nos sulcos em v; Verifique o alinhamento das paredes laterais das polias com uma régua ou um fio esticado,Ensure that the belts are sitting in the correct sheaves and are aligned to run true in the v-grooves; Check the lineup of the sidewalls of the sheaves with a straightedge or a stretched string, , 
322,87,87,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Superaquecimento dos rolamentos (continuação),Bearings overheating (continued),Desbalanceamento,Unbalance,"Gire o eixo e deixe-o rolar até parar por conta própria para verificar o desbalanceamento estático; Observação: o desbalanceamento estático pode ser corrigido pendurando um peso apropriado na posição de descanso, às 6 horas; Engenheiros com os instrumentos adequados devem fazer correção de balanceamento mais complexa","Rotate the shaft, and let it roll until it comes to rest on its own to check for static unbalance; Note: static unbalance can be corrected by hanging an appropriate weight opposite the resting, 6 o'clock position; Engineers who have the proper instrumentation should do more complex balance correction", , 
323,87,87,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Superaquecimento dos rolamentos (continuação),Bearings overheating (continued),Eixo torto,Bent shaft,"Quando o ventilador estiver desligado, certifique-se de girar a unidade para alterar periodicamente o ponto de descanso, evitando que o eixo se curve devido ao seu próprio peso; Verifique se os suportes dos rolamentos estão sob estresse excessivo devido a fundações defeituosas e dutos desalinhados","When the fan is off, make sure the unit is turned off the resting point periodically to prevent the shaft from sagging due to its owm weight; Check for undue stress on bearing mounts because of bad foundations and misaligned ductwork", , 
324,88,88,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Superaquecimento dos rolamentos (continuação),Bearings overheating (continued),Correias supertensionadas,Over-tensioned belts,"Pressione as correias na altura do meio do vão e meça a deflexão para verificar a tensão das correias; Observação: a deflexão deve ser igual a 1/64"" por polegada de vão entre os centros das unidades acionada e motora","Depress the belts at midspan, and measure the deflection to test the belt tension; Note: the deflection should be equal to 1/64' per inch of span between the centers of the driven and driver units", , 
325,88,88,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Superaquecimento dos rolamentos (continuação),Bearings overheating (continued),Empuxo axial anormal causado por correias desalinhadas,Abnormal axial thrusting caused by misaligned belts,"Observação: isso pode ocorrer devido a um desalinhamento grosseiro entre a unidade motora e a acionada; Também pode ocorrer quando uma polia é mais larga do que a outra; Para corrigir qualquer um desses casos, alinhe as correias no centro do ""v"" de cada polia","Note: this can be caused by gross misalignment between the driver and the driven units; It can also be caused when one sheave is wider than the other one; To correct either one, align the belts to the center of the v in each sheave", , 
326,89,89,Mecânico,Mechanical,Sistema de ventilação,Fan systems,Superaquecimento dos rolamentos (continuação),Bearings overheating (continued),Polias com furos excêntricos devido a práticas de usinagem inadequadas ou fabricadas com a porção central descentralizada,Sheaves that have eccentric bores due to poor machining practices or cast with boss off-center,"Tampe o furo e refaça a usinagem corretamente; Observação: furos excêntricos fazem as polias girarem descentralizadas, fazendo com que as correias tensionem e destensionem a cada volta; Esse constante puxa e solta causa um impacto terrível nos rolamentos; Chavetas e parafusos de fixação podem ter o mesmo efeito ao deslocar uma polia do centro quando são apertados","Plug the bore, and remachine it true; Note: eccentric bores cause the sheaves to turn off center, causing the belts to tension and detension each revolution; This continual jerking back and forth causes the bearings to take a terrible pounding; Keys and setscrews can have the same effect by drawing a sheave ofllcenter when the force is tightened", , 
327,90,90,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha soprando vapor vivo,Trap blowing live steam,"Sem priming, balde ou armadilhas porque: armadilha não foi imprimada após a limpeza","No prime, bucket, or traps because: trap not primed after cleaned",Imprimir a armadilha,Prime the trap, , 
328,90,90,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha soprando vapor vivo,Trap blowing live steam,"Sem priming, balde ou armadilhas porque: armadilha não foi imprimada quando instalada","No prime, bucket, or traps because: trap not primed when originally installed",Imprimir a armadilha limpa,Prime the cleaned trap, , 
329,91,91,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha soprando vapor vivo (continuação),Trap blowing live steam (continued),Válvula de desvio aberta ou vazando,Bypass valve open or leaking,Remover ou reparar a válvula de desvio,Remove or repair the bypass valve, , 
330,91,91,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha soprando vapor vivo (continuação),Trap blowing live steam (continued),Queda repentina de pressão,Sudden pressure drop,Instalar uma válvula de retenção antes da armadilha,Install a check valve ahead of the trap, , 
331,92,92,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha soprando vapor vivo (continuação),Trap blowing live steam (continued),Mecanismo da válvula não fechando devido a incrustações ou sujeira no orifício,Valve mechanism not closing because scale or dirt lodged in orifice,Limpar a armadilha,Clean the trap, , 
332,92,92,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha soprando vapor vivo (continuação),Trap blowing live steam (continued),Válvula ou mecanismo de disco desgastado ou defeituoso,Worn or defective valve or disc mechanism,Reparar ou substituir as peças defeituosas,Repair or replace the defective parts, , 
333,92,92,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha soprando vapor vivo (continuação),Trap blowing live steam (continued),Foles rompidos (armadilhas termostáticas),Ruptured bellows (thermostatic traps),Substituir os foles,Replace the bellows, , 
334,93,93,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha soprando vapor vivo (continuação),Trap blowing live steam (continued),Pressão de retorno muito alta em uma armadilha termodinâmica porque: peças desgastadas ou defeituosas,Back pressure too high in a thermodynamic trap because: worn or defective parts,Reparar ou substituir as peças defeituosas,Repair or replace the defective parts, , 
335,93,93,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha soprando vapor vivo (continuação),Trap blowing live steam (continued),Pressão de retorno muito alta em uma armadilha termodinâmica porque: armadilha presa aberta,Back pressure too high in a thermodynamic trap because: trap stuck open,Limpar a armadilha,Clean the trap, , 
336,93,93,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha soprando vapor vivo (continuação),Trap blowing live steam (continued),Pressão de retorno muito alta em uma armadilha termodinâmica porque: linha de retorno de condensado ou tanque de retenção pequenos,Back pressure too high in a thermodynamic trap because: undersized condensate return line or pig tank,Aumentar o tamanho da linha ou do tanque de retenção,Increase the line or pig tank size, , 
337,93,93,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha soprando vapor vivo (continuação),Trap blowing live steam (continued),Pressão de retorno muito alta em uma armadilha termodinâmica porque: formação de vapor flash causada pelo condensado sendo liberado para uma pressão mais baixa ou atmosférica,Back pressure too high in a thermodynamic trap because: blowing flash steam caused by flash steam forming when the condensate is released to a lower or atmospheric pressure,Nenhuma ação corretiva é necessária para essa condição normal,No corrective action is required for this normal condition, , 
338,94,94,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando,Trap not discharging,Pressão muito alta devido à classificação da armadilha ser muito baixa,Pressure too high because trap rating too low,Instalar a armadilha no tamanho correto,Install the correct size trap, , 
339,94,94,Mecânico,Mechanical,Válvula de vapor,Steam traps,Armadilha não descarregando (continuação),Trap not discharging,Pressão muito alta devido ao orifício estar aumentado por desgaste normal,Pressure too high because orifice enlarged by normal wear,Substituir o orifício desgastado,Replace the worn orifice, , 
